,Actual_Temperature,Predicted_Temperature
19934,0.0,1.5057712
19935,0.0,0.3199744
19936,-1.0777773,0.31719103
19937,-1.1111114,-0.96941936
19938,-1.1111114,-1.0517722
19939,-1.1611108,-0.4320723
19940,-1.6666671,0.32682887
19941,-2.2222228,-0.024875492
19942,-0.8833338,-0.8299698
19943,-3.8888881,-0.32199982
19944,-4.4444456,-2.1612685
19945,-4.3944445,-2.6306448
19946,-4.4444456,-2.6084056
19947,-6.111111,-2.687484
19948,-6.0611115,-3.2856143
19949,-2.7777767,-3.3099048
19950,-2.2222228,-1.1206388
19951,-0.18888964,-0.5064468
19952,1.1111114,0.50794053
19953,0.0,2.6853573
19954,0.18888964,0.6940266
19955,0.0,1.8756143
19956,1.1111114,0.5745701
19957,0.08888914,2.7623386
19958,0.0,1.3058382
19959,0.0,0.50249153
19960,0.0,0.3612502
19961,0.0,0.49335226
19962,-0.5555557,0.947502
19963,-0.93888885,-0.16981266
19964,-1.1111114,-0.55198866
19965,-0.5555557,-0.6313577
19966,-0.5555557,0.06237821
19967,-1.1111114,-0.028907962
19968,-1.1111114,-0.014648982
19969,-1.0611103,-0.5047359
19970,-1.1111114,-0.26450217
19971,-1.1111114,-0.74246037
19972,-1.0944444,-0.34801587
19973,-1.1111114,-0.5359581
19974,-1.1111114,-1.0663348
19975,-0.06666639,-0.9541688
19976,0.0,-0.5309433
19977,0.0,-0.21376881
19978,0.08888914,-0.44359577
19979,0.0,0.56435835
19980,0.0,-0.46235448
19981,1.1277785,-0.09186198
19982,1.1111114,1.5500548
19983,1.1111114,1.7215507
19984,1.1611108,2.1788719
19985,1.1111114,2.2357736
19986,0.5555557,1.9681679
19987,0.06666639,1.8202267
19988,0.0,1.4238855
19989,0.0,0.10157523
19990,-5.316666,0.17067361
19991,-1.1111114,-1.822574
19992,-1.6666671,-0.75584185
19993,-1.6833323,-0.94588494
19994,-2.2222228,-1.0461688
19995,-2.7777767,-0.9934891
19996,-2.7777767,-1.3463671
19997,-2.7777767,-1.6655302
19998,-2.7777767,-1.8714585
19999,-2.7277775,-1.9290721
20000,-2.2222228,-1.7717892
20001,-1.1111114,-1.5223242
20002,-1.0777773,-0.3190086
20003,-1.1111114,-0.22182639
20004,-1.1111114,-0.51819646
20005,-1.0944444,-0.6816845
20006,-2.2222228,-0.01421299
20007,-3.8888881,-0.88157326
20008,-3.6277783,-2.0617738
20009,-3.8888881,-1.7730365
20010,-4.9999995,-1.8143858
20011,-5.766666,-3.0655024
20012,-6.6666665,-4.2289386
20013,-6.6666665,-5.640077
20014,-5.3111105,-5.9908304
20015,-6.111111,-3.880939
20016,-6.6666665,-3.544213
20017,-7.327778,-3.5644453
20018,-7.2222223,-4.9338226
20019,-6.111111,-4.6022916
20020,-5.9888897,-3.4125009
20021,-3.8888881,-3.046497
20022,-2.7777767,-1.9677283
20023,-2.1722217,-1.4278167
20024,-2.2222228,-1.6085017
20025,0.0,-2.0299428
20026,0.0,0.17143522
20027,0.0,0.20540217
20028,1.1111114,-0.42964217
20029,0.0,2.6214337
20030,-1.1111114,0.95061094
20031,-2.2222228,-0.35114327
20032,-2.7777767,-0.72528005
20033,-3.3333342,-1.0449252
20034,-3.8888881,-2.1072311
20035,-3.8888881,-2.8087285
20036,-4.4444456,-2.3741782
20037,2.2222228,-2.664505
20038,2.1888888,2.0863643
20039,2.2222228,2.9982584
20040,1.6666671,4.0754156
20041,1.044445,3.590947
20042,0.0,3.2848895
20043,0.0,1.3799901
20044,-0.033334114,0.69926214
20045,1.1111114,0.26697278
20046,2.7777767,2.0342255
20047,3.5444448,4.169986
20048,3.8888881,5.484954
20049,4.9999995,5.60902
20050,7.033333,6.317102
20051,6.111111,8.448066
20052,7.2222223,7.694903
20053,7.033333,8.401694
20054,4.9999995,8.264818
20055,2.7777767,5.700702
20056,2.311112,3.7852654
20057,2.2222228,4.156766
20058,2.2222228,4.015926
20059,2.2222228,3.6144207
20060,1.6666671,3.7704785
20061,-5.5555553,3.4404192
20062,-1.6666671,-2.8207376
20063,-4.9999995,-1.4154747
20064,-6.111111,-2.9114296
20065,-5.5555553,-4.091071
20066,-6.111111,-4.2802787
20067,-7.2222223,-4.04483
20068,-7.6055555,-4.4943514
20069,-6.111111,-4.810919
20070,-3.8888881,-3.5520113
20071,-2.2222228,-1.8481523
20072,-1.1111114,-0.53524435
20073,0.0,0.6609445
20074,1.1111114,0.78465235
20075,2.2222228,2.3500128
20076,2.2222228,2.7521727
20077,2.0166662,2.5384114
20078,0.0,2.4894218
20079,-1.1111114,-0.21873398
20080,-2.0999997,-0.36808994
20081,-2.2222228,-0.80578417
20082,-2.2222228,-1.3545626
20083,-2.5333338,-2.056873
20084,-1.1111114,-1.8788189
20085,-1.6666671,-0.93583506
20086,-3.944445,-1.1340792
20087,-1.6666671,-1.6318889
20088,-1.6666671,-1.2221773
20089,-1.561111,-1.1753734
20090,-1.6666671,-0.9789321
20091,-2.2222228,-0.8243295
20092,-2.0333333,-1.4262844
20093,-1.1111114,-1.167084
20094,-1.1111114,-0.32731637
20095,-0.06666639,-0.22675292
20096,1.1111114,0.2660493
20097,0.0,2.140133
20098,1.1277785,0.4045128
20099,0.0,2.087054
20100,0.0,0.51127577
20101,0.016667057,0.8664037
20102,-1.1111114,1.0637814
20103,-1.1111114,-0.47512153
20104,-1.1611108,-0.36283413
20105,-2.2222228,-0.6049516
20106,-1.6666671,-1.3643495
20107,-2.7444444,-0.8638503
20108,-3.8888881,-1.1166598
20109,-4.4444456,-2.0217435
20110,-5.3999996,-2.4041457
20111,-3.8888881,-2.4616544
20112,-4.9999995,-1.8869078
20113,-5.5555553,-2.30042
20114,-7.2222223,-2.9241636
20115,-6.111111,-4.3066077
20116,-7.0499997,-3.2378647
20117,-3.8888881,-3.6128533
20118,-2.7777767,-1.5285182
20119,-2.2888892,-0.81877196
20120,-1.1111114,-0.64622927
20121,-1.1111114,0.2502211
20122,0.15555553,0.25000587
20123,0.0,1.0687963
20124,1.1111114,0.44465354
20125,0.10555619,1.986842
20126,-2.2222228,0.7573614
20127,-2.7777767,-1.6435963
20128,-3.6111112,-1.7278147
20129,-3.8888881,-1.955802
20130,-4.4444456,-2.008327
20131,-4.81111,-2.7397938
20132,-4.9999995,-2.9967682
20133,-5.5555553,-3.0041065
20134,-2.6388881,-3.5474968
20135,-5.5555553,-1.7118945
20136,-6.111111,-2.9472196
20137,-6.094444,-3.3554246
20138,-6.111111,-3.3592546
20139,-4.9999995,-3.255676
20140,-5.083333,-2.3430388
20141,-3.8888881,-2.6718562
20142,-2.2222228,-1.8012987
20143,-1.2166657,-0.81735545
20144,0.0,-0.1983159
20145,1.1111114,0.8168845
20146,1.1611108,2.7386441
20147,1.1111114,2.9113984
20148,1.1111114,2.755142
20149,0.08888914,2.570741
20150,-1.1111114,1.130869
20151,-2.2222228,-0.73744553
20152,-0.9722229,-1.2699084
20153,-2.2222228,-0.3929544
20154,-1.6666671,-1.0883515
20155,-1.6000007,-0.7878809
20156,-1.6666671,-0.66413444
20157,-1.6666671,-0.5987852
20158,-0.6944442,-0.6360488
20159,-2.7777767,-0.2644948
20160,-3.3333342,-1.1456708
20161,-2.1333337,-1.548285
20162,-2.2222228,-0.90230775
20163,-2.7777767,-0.9764835
20164,-2.2555552,-1.163013
20165,-2.2222228,-0.9106174
20166,0.0,-0.8805909
20167,2.0833325,0.46249613
20168,2.7777767,3.3716612
20169,3.8888881,3.8112023
20170,4.966667,5.4855847
20171,4.9999995,6.8729978
20172,3.8888881,6.544112
20173,2.5833333,4.028465
20174,0.0,3.8764522
20175,0.0,1.2524208
20176,-0.98888814,0.6744216
20177,0.0,-0.48784992
20178,-0.5555557,-0.0987054
20179,-0.6611119,-0.2058216
20180,-0.5555557,-0.28685918
20181,-0.5555557,-0.2141772
20182,-2.4999998,0.07274637
20183,-0.5555557,-0.98372066
20184,-0.5555557,-0.021313965
20185,-1.0777773,0.4225872
20186,-1.1111114,-0.24216351
20187,-2.2222228,-0.26307645
20188,-2.0500002,-0.6568624
20189,0.0,-0.8910143
20190,2.2222228,0.036825735
20191,2.8500006,3.4903247
20192,3.8888881,4.071225
20193,4.9999995,5.342533
20194,6.094444,6.0858474
20195,6.111111,6.6738486
20196,6.111111,7.90135
20197,4.166667,6.978898
20198,3.8888881,4.702572
20199,2.7777767,5.110289
20200,2.7611115,3.5028286
20201,2.2222228,3.1467257
20202,0.5555557,3.2358816
20203,0.53888863,1.7646918
20204,-1.1111114,1.7558082
20205,-2.2222228,-0.49614114
20206,2.1888888,-1.081383
20207,-3.3333342,2.4598775
20208,-2.7777767,-1.2772044
20209,-1.8222227,-1.2723477
20210,-1.1111114,-0.8131795
20211,-1.1111114,-0.59345394
20212,0.049999334,-0.44083264
20213,1.1111114,1.7347721
20214,2.2222228,2.8070416
20215,3.8888881,4.115137
20216,6.111111,5.884612
20217,7.2222223,7.849921
20218,7.100001,8.458984
20219,7.2222223,7.849761
20220,7.2222223,7.599913
20221,5.277778,8.007574
20222,4.9999995,5.372499
20223,3.8888881,5.251315
20224,4.0111113,4.179535
20225,3.8888881,5.3311515
20226,4.4444456,5.238898
20227,3.9388893,4.889997
20228,3.3333342,4.238422
20229,2.7777767,4.3955555
20230,-0.5055564,3.7339249
20231,2.7777767,0.2759796
20232,2.7777767,3.317861
20233,2.7944438,3.609919
20234,2.7777767,3.8824532
20235,2.2222228,4.2851725
20236,2.2222228,3.497709
20237,3.8888881,3.305598
20238,4.9999995,5.1158376
20239,6.022222,6.6073956
20240,6.111111,7.320963
20241,6.111111,7.1268907
20242,5.066666,6.8153954
20243,6.111111,5.4344397
20244,7.2222223,7.192571
20245,7.155556,8.734444
20246,4.9999995,8.628499
20247,2.7777767,5.6807256
20248,2.4999998,2.8490036
20249,2.2222228,3.5644324
20250,1.6666671,3.3803165
20251,0.31111106,2.2830079
20252,-0.5555557,1.0187895
20253,-1.1111114,0.07226439
20254,0.6666676,-0.36777538
20255,-1.6666671,2.0203638
20256,-0.5555557,-0.7236207
20257,0.6277778,-0.08014721
20258,1.6666671,1.8132268
20259,2.2222228,2.764307
20260,2.7611115,3.6207914
20261,3.8888881,3.7498047
20262,4.9999995,4.83329
20263,6.8944445,6.3367896
20264,7.2222223,8.135217
20265,7.777778,8.371224
20266,7.7611113,8.875398
20267,7.777778,8.57441
20268,8.888889,8.623054
20269,8.994446,9.560383
20270,6.111111,10.2823715
20271,4.9999995,6.6508846
20272,4.772222,5.250307
20273,2.7777767,5.4884677
20274,2.7777767,3.9630823
20275,2.4833326,3.588789
20276,2.2222228,3.6812785
20277,2.2222228,3.7444642
20278,5.0166664,4.5275235
20279,2.2222228,6.4560013
20280,2.7777767,4.1814647
20281,2.6222212,4.59547
20282,2.7777767,3.7802947
20283,2.7777767,4.3039403
20284,2.8666658,3.4434361
20285,3.8888881,4.4066267
20286,3.8888881,5.62717
20287,4.9277773,5.0137234
20288,4.9999995,6.395952
20289,6.111111,6.4434733
20290,6.144445,7.4005895
20291,6.111111,7.456582
20292,6.111111,7.180753
20293,5.0888886,7.2294116
20294,6.111111,6.1300516
20295,4.9999995,7.590472
20296,5.033334,6.059147
20297,4.9999995,6.148562
20298,4.9999995,6.2249365
20299,4.9833326,5.9548564
20300,5.5555553,5.607906
20301,5.5555553,7.03013
20302,4.5999994,6.9320517
20303,5.5555553,5.4800143
20304,4.9999995,6.9457555
20305,5.505556,6.213446
20306,4.9999995,6.6516128
20307,4.9999995,6.4169497
20308,5.066666,6.393373
20309,6.111111,6.3081503
20310,7.2222223,7.8940153
20311,7.705556,8.571759
20312,8.888889,8.577294
20313,8.888889,10.283247
20314,8.872221,10.228911
20315,9.999999,9.774905
20316,9.999999,11.07253
20317,8.933333,11.148389
20318,8.888889,9.230246
20319,7.777778,9.93357
20320,7.15,9.010646
20321,7.2222223,7.8990226
20322,6.111111,8.209085
20323,5.544444,6.39579
20324,4.9999995,6.387144
20325,4.9999995,6.3127565
20326,4.772222,6.0170064
20327,4.4444456,6.2393036
20328,3.8888881,5.489647
20329,2.7277775,4.385973
20330,2.2222228,3.2000916
20331,1.1111114,2.5998476
20332,1.2999992,1.7792985
20333,2.7777767,2.047765
20334,4.9999995,3.4158196
20335,9.611112,5.4662137
20336,12.77778,11.740235
20337,13.888887,14.778466
20338,13.83889,15.558404
20339,13.888887,14.383932
20340,13.888887,14.17509
20341,12.394444,14.395547
20342,11.111111,12.413734
20343,11.111111,11.246205
20344,10.016666,11.769088
20345,9.999999,10.474786
20346,9.999999,10.679158
20347,8.905555,10.204231
20348,7.2222223,9.568017
20349,5.5555553,7.768657
20350,6.216667,6.4044733
20351,4.9999995,7.48845
20352,4.4444456,6.2014422
20353,3.6444454,5.574465
20354,3.8888881,4.562366
20355,2.7777767,6.6455865
20356,2.5833333,4.467066
20357,3.8888881,4.421568
20358,7.2222223,5.4919925
20359,10.938888,9.028369
20360,12.77778,13.63763
20361,15.000002,14.492006
20362,14.827776,16.159662
20363,16.11111,15.753633
20364,15.000002,16.947205
20365,13.955555,15.908677
20366,11.111111,14.499814
20367,9.999999,11.063092
20368,9.011111,10.176585
20369,7.777778,10.02812
20370,7.2222223,8.442547
20371,7.3111115,7.5717926
20372,7.777778,8.345939
20373,7.2222223,8.952324
20374,7.9722214,8.031879
20375,4.9999995,8.322309
20376,4.4444456,6.251291
20377,4.4111114,5.69756
20378,3.8888881,6.0168686
20379,3.8888881,5.18177
20380,3.9388893,5.030935
20381,7.2222223,5.082717
20382,7.777778,8.839348
20383,10.05,8.853745
20384,12.77778,11.219789
20385,12.77778,14.393656
20386,14.86111,13.941847
20387,12.77778,16.115934
20388,12.77778,13.264406
20389,12.394444,12.950043
20390,12.222222,12.878021
20391,11.111111,12.884265
20392,11.094443,11.458845
20393,11.111111,11.615457
20394,10.555556,12.127558
20395,10.416668,10.651431
20396,9.444446,11.344276
20397,8.888889,9.947065
20398,4.183334,9.110397
20399,7.777778,5.341821
20400,9.444446,8.369642
20401,8.783334,10.789006
20402,7.777778,9.706375
20403,7.2222223,9.250401
20404,7.3111115,8.281097
20405,7.2222223,8.865758
20406,7.777778,8.048136
20407,9.011111,8.376113
20408,9.999999,9.85646
20409,9.999999,11.310464
20410,11.194446,11.09979
20411,12.222222,12.2827425
20412,12.222222,13.663974
20413,11.194446,13.919749
20414,8.888889,11.878005
20415,7.777778,8.816899
20416,7.777778,7.911591
20417,6.111111,8.0142975
20418,5.5555553,6.812415
20419,4.9833326,6.0933933
20420,4.4444456,6.0473127
20421,3.8888881,6.0573936
20422,-0.29999968,4.968476
20423,2.7777767,1.1334188
20424,2.7777767,3.0857954
20425,2.8666658,3.2649643
20426,2.2222228,4.2400866
20427,2.2222228,4.0663776
20428,2.1722217,4.111007
20429,2.2222228,3.8333993
20430,2.2222228,3.1861086
20431,2.6555552,2.80185
20432,2.7777767,3.437943
20433,2.7777767,3.5653815
20434,2.6222212,3.0793197
20435,2.7777767,3.0062883
20436,2.2222228,3.462572
20437,2.2055557,2.637387
20438,2.2222228,3.1133308
20439,2.2222228,3.1370308
20440,2.1333337,2.928586
20441,2.2222228,3.0599725
20442,1.6666671,3.6677535
20443,2.1166666,2.657831
20444,1.6666671,3.5560915
20445,-6.077777,3.251879
20446,-6.111111,-2.762929
20447,-6.111111,-3.278219
20448,-5.5555553,-3.4217045
20449,-4.9999995,-3.1940484
20450,-4.9999995,-2.3021328
20451,-5.033334,-2.255476
20452,-4.9999995,-2.2895772
20453,-4.9999995,-2.2163048
20454,-4.8944454,-2.2147796
20455,-4.4444456,-2.2795587
20456,-4.4444456,-2.0450957
20457,-5.3333335,-1.9742442
20458,-4.9999995,-2.3459454
20459,-5.5555553,-2.743039
20460,-5.033334,-3.5717468
20461,-4.9999995,-2.7898207
20462,-4.9999995,-2.5436285
20463,-4.9500003,-2.6194766
20464,-4.9999995,-2.551651
20465,-3.8888881,-2.768722
20466,-3.9555564,-2.2357883
20467,-3.8888881,-2.5758276
20468,-2.7777767,-2.7716508
20469,-12.222222,-1.7433411
20470,-10.677778,-8.07735
20471,-13.888889,-7.845608
20472,-12.777778,-8.57286
20473,-12.133333,-8.488771
20474,-12.777778,-8.227962
20475,-13.888889,-8.244078
20476,-13.561111,-8.739191
20477,-12.777778,-9.42708
20478,-10.0,-8.869577
20479,-7.172222,-7.324656
20480,-4.9999995,-5.1424108
20481,-3.8888881,-2.335774
20482,-3.838889,-1.4541805
20483,-3.8888881,-1.5748069
20484,-3.8888881,-1.4531724
20485,-5.833334,-1.5881977
20486,-7.2222223,-2.6228817
20487,-7.2222223,-3.853271
20488,-7.5166664,-3.8420455
20489,-8.888889,-3.6412203
20490,-9.444445,-5.6447573
20491,-9.655556,-6.423118
20492,-10.0,-7.084309
20493,-11.111111,-6.8441443
20494,-6.055556,-7.230933
20495,-10.555555,-4.1977715
20496,-11.111111,-6.405713
20497,-10.416667,-7.4424334
20498,-8.888889,-7.2994537
20499,-7.777778,-6.3805323
20500,-7.6555557,-5.2215796
20501,-7.2222223,-4.8563113
20502,-7.2222223,-4.6876173
20503,-7.0499997,-4.5757275
20504,-6.111111,-4.3465443
20505,-4.9999995,-3.4883728
20506,-4.9500003,-2.469451
20507,-4.9999995,-2.4427302
20508,-4.9999995,-2.876988
20509,-4.9277773,-3.0433366
20510,-4.9999995,-2.9755352
20511,-4.9999995,-2.9625897
20512,-5.1055555,-2.8997552
20513,-4.9999995,-2.9783223
20514,-5.5555553,-2.8004282
20515,-5.572222,-3.3308637
20516,-5.5555553,-3.038975
20517,-4.9999995,-3.3290644
20518,-5.6055546,-2.8781562
20519,-5.5555553,-3.235431
20520,-6.111111,-2.9826086
20521,-6.127778,-3.5486667
20522,-6.111111,-3.7063231
20523,-6.111111,-3.5317569
20524,-6.233332,-3.9772935
20525,-6.111111,-3.9821095
20526,-6.111111,-3.7481894
20527,-6.216667,-3.9645007
20528,-6.111111,-3.9802074
20529,-4.9999995,-3.6928165
20530,-5.172222,-2.795691
20531,-4.9999995,-2.882816
20532,-4.9999995,-2.7555704
20533,-5.122223,-2.7649086
20534,-4.9999995,-2.9232824
20535,-4.9999995,-2.7780693
20536,-5.122223,-2.787639
20537,-4.9999995,-2.981411
20538,-5.5555553,-3.0040348
20539,-5.5888896,-3.6466787
20540,-5.5555553,-3.770747
20541,-5.5555553,-3.6748214
20542,-5.172222,-3.02311
20543,-6.111111,-3.0418816
20544,-6.111111,-3.5054998
20545,-6.111111,-3.5443656
20546,-6.111111,-3.4664261
20547,-6.111111,-3.4909115
20548,-7.133333,-3.4226758
20549,-6.111111,-4.5609274
20550,-6.111111,-3.8854167
20551,-6.144445,-3.8089359
20552,-6.111111,-3.924586
20553,-6.111111,-3.8688195
20554,-6.111111,-3.791441
20555,-4.9999995,-3.7512138
20556,-6.111111,-2.6623785
20557,-6.111111,-3.7522864
20558,-6.111111,-4.0103054
20559,-6.111111,-3.901885
20560,-5.9888897,-4.004215
20561,-4.9999995,-3.9558876
20562,-5.5555553,-2.7989326
20563,-5.433334,-3.3530662
20564,-4.9999995,-3.2712688
20565,-4.9999995,-2.8436172
20566,-1.6833323,-3.0477316
20567,-4.9999995,-1.2152419
20568,-4.4444456,-2.183401
20569,-3.8555558,-2.3223097
20570,-2.7777767,-2.0823574
20571,-2.7777767,-1.5103831
20572,-2.7444444,-1.3672985
20573,-2.7777767,-1.6143553
20574,-2.2222228,-1.6336366
20575,-1.0277779,-1.1820991
20576,0.0,-0.61376345
20577,1.1111114,0.26961634
20578,1.3888884,2.005864
20579,2.7777767,2.2594202
20580,2.7777767,4.0575876
20581,1.3888884,4.17817
20582,0.0,2.923479
20583,0.0,0.7559338
20584,0.12222141,0.04129236
20585,0.0,1.2154442
20586,-0.5555557,0.15558864
20587,-0.049999334,-0.009073061
20588,-0.5555557,0.37081075
20589,-0.5555557,0.10971928
20590,-1.0777773,0.041213255
20591,-1.1111114,-0.57315546
20592,-1.1111114,-0.29754376
20593,-0.588888,-0.5539313
20594,0.0,-0.20742576
20595,0.0,0.32872185
20596,-0.033334114,-0.11446921
20597,0.0,-0.105223216
20598,0.0,-0.04851475
20599,0.0,-0.009917451
20600,1.1111114,0.40938967
20601,1.1111114,1.8897923
20602,1.0222223,2.1588788
20603,1.1111114,1.7845912
20604,0.0,1.9176167
20605,0.033334114,0.2067451
20606,0.0,0.8876588
20607,0.0,-0.11790563
20608,0.0,-0.013421948
20609,0.0,0.0044298316
20610,0.0,0.007649186
20611,0.0,0.021814344
20612,0.0,0.0096672615
20613,-0.5555557,-0.03599238
20614,0.3333338,-0.44396368
20615,-0.5555557,1.7084544
20616,-1.1111114,-0.38034374
20617,-1.2166657,-0.8188014
20618,-1.1111114,-0.70055544
20619,-1.1111114,-0.59274566
20620,-0.20555486,-0.5930897
20621,-1.1111114,0.033683646
20622,0.0,-0.37416992
20623,-0.033334114,0.3920732
20624,1.1111114,0.34735546
20625,1.1111114,1.8883297
20626,1.0777773,1.9002248
20627,1.1111114,2.0772285
20628,1.1111114,2.1703286
20629,1.1833335,2.1038058
20630,0.0,1.9095868
20631,0.0,0.34257978
20632,0.08888914,0.13895285
20633,0.0,0.3309809
20634,0.0,0.028876688
20635,0.049999334,-0.007340128
20636,-0.5555557,0.6574915
20637,0.0,-0.58631986
20638,-2.3444443,-0.04035783
20639,0.0,-1.0326235
20640,0.0,0.64401436
20641,-0.5055564,1.1049063
20642,-1.1111114,0.41097358
20643,-1.1111114,-0.5851738
20644,-1.1611108,-0.9492257
20645,-1.1111114,-0.915772
20646,0.0,-0.64907885
20647,0.033334114,0.82107335
20648,1.1111114,1.4843965
20649,1.1111114,2.499102
20650,0.9722229,2.3239472
20651,1.1111114,1.7806194
20652,0.0,3.0593395
20653,-0.049999334,0.7716903
20654,0.0,0.20948982
20655,0.0,0.40145165
20656,-1.0777773,0.52775335
20657,-1.1111114,-0.39491728
20658,-1.1111114,-0.39653063
20659,-1.7555562,-0.22257513
20660,-2.2222228,-0.86731064
20661,-2.2222228,-0.8973205
20662,2.8666658,-0.928666
20663,-2.7777767,2.8780954
20664,-2.7777767,-1.4678159
20665,-2.7611115,-1.6678703
20666,-2.7777767,-1.6808949
20667,-2.7777767,-1.8497546
20668,-2.311112,-1.8132287
20669,-2.2222228,-1.4747366
20670,-2.2222228,-1.6069177
20671,-2.3444443,-1.5955948
20672,-2.2222228,-1.5641997
20673,-2.2222228,-1.5903887
20674,-2.1333337,-1.514962
20675,-1.1111114,-1.4396328
20676,-1.1111114,-1.0679537
20677,-0.9555559,-0.9245103
20678,0.0,-0.8236433
20679,0.0,-0.45518175
20680,1.0388893,0.059501026
20681,1.1111114,2.0828173
20682,1.1111114,2.227819
20683,1.7555562,2.3353932
20684,1.6666671,3.310361
20685,3.3333342,2.9261522
20686,3.6111112,4.6792912
20687,6.111111,4.4281816
20688,5.5555553,7.0609345
20689,4.4277787,6.557251
20690,2.7777767,5.2646046
20691,2.2222228,4.160984
20692,2.4277778,3.8190558
20693,2.2222228,3.7185493
20694,2.7777767,3.542894
20695,3.7499998,4.389599
20696,4.9999995,5.0847697
20697,7.2222223,7.0523157
20698,7.45,9.063697
20699,7.777778,8.859998
20700,6.111111,8.978707
20701,4.1333327,6.181635
20702,2.2222228,4.6180296
20703,2.7777767,3.372189
20704,3.7666667,4.26503
20705,3.8888881,5.625279
20706,3.3333342,4.982902
20707,3.3333342,4.6812577
20708,3.8888881,4.7483234
20709,-4.4444456,5.3524084
20710,-5.3333335,-1.2935182
20711,-4.9999995,-2.2852855
20712,-5.5555553,-2.743039
20713,-5.033334,-3.5717468
20714,-4.9999995,-2.7898207
20715,-4.9999995,-2.5436285
20716,-4.9500003,-2.6194766
20717,-4.9999995,-2.551651
20718,-3.8888881,-2.768722
20719,-3.9555564,-2.2357883
20720,-3.8888881,-2.5758276
20721,-2.7777767,-2.7716508
20722,-2.933334,-1.7433411
20723,-2.7777767,-1.541094
20724,-2.7777767,-1.6092541
20725,-3.872221,-1.5051328
20726,-3.8888881,-2.429415
20727,-3.8888881,-2.1657279
20728,-3.9222221,-1.9552059
20729,-3.8888881,-2.2205396
20730,-3.8888881,-2.0811176
20731,-3.9222221,-1.7890596
20732,-3.8888881,-1.68368
20733,3.3333342,-1.7596127
20734,5.1055555,2.5067034
20735,3.3333342,5.8320317
20736,3.3333342,4.559669
20737,3.283333,4.549656
20738,2.7777767,4.8886724
20739,2.7777767,4.7971177
20740,3.7666667,4.5540175
20741,3.8888881,5.45937
20742,4.9999995,5.563462
20743,7.655555,6.290556
20744,9.999999,9.069753
20745,12.222222,11.595676
20746,12.6055565,13.6673
20747,12.222222,13.380744
20748,12.222222,12.679962
20749,11.022223,12.885824
20750,7.777778,11.905265
20751,7.2222223,8.002995
20752,7.2055554,8.907188
20753,7.2222223,8.348964
20754,5.5555553,8.511793
20755,5.466666,5.905501
20756,4.9999995,6.0801353
20757,4.4444456,5.9355955
20758,7.744444,5.6056924
20759,5.5555553,8.692536
20760,4.9999995,6.982281
20761,3.4555557,5.830591
20762,2.7777767,4.4669075
20763,4.9999995,4.390265
20764,4.9111104,7.2986298
20765,6.111111,6.5868654
20766,6.111111,7.30631
20767,6.144445,7.1279283
20768,7.777778,7.236818
20769,9.999999,8.477916
20770,8.938889,11.223608
20771,8.888889,9.191294
20772,8.888889,9.159137
20773,8.955556,9.45442
20774,8.888889,9.683005
20775,8.888889,10.123711
20776,8.83889,9.759828
20777,7.777778,9.655524
20778,8.333334,8.699041
20779,8.316667,8.747149
20780,8.333334,8.775645
20781,8.888889,8.98324
20782,3.9888887,9.730924
20783,7.2222223,5.5190053
20784,7.777778,7.975371
20785,7.6722217,8.883917
20786,7.2222223,8.975054
20787,7.2222223,8.413253
20788,6.3166676,8.166194
20789,6.111111,7.1551366
20790,7.2222223,6.7728686
20791,8.83889,8.358711
20792,8.888889,10.032594
20793,7.2222223,9.749706
20794,7.188888,7.7146955
20795,6.111111,7.77551
20796,4.9999995,6.747156
20797,3.9555564,5.4294796
20798,3.8888881,4.5260887
20799,3.8888881,4.496204
20800,3.7666667,4.599438
20801,3.8888881,4.7126493
20802,3.3333342,4.8159556
20803,3.316667,4.033093
20804,3.3333342,4.373127
20805,3.3333342,4.5995173
20806,3.3499994,4.33615
20807,3.3333342,3.2776191
20808,3.3333342,4.1411715
20809,3.4000006,4.2278347
20810,2.7777767,3.9717672
20811,2.7777767,3.5169477
20812,2.933334,3.508055
20813,2.7777767,3.4784553
20814,2.7777767,3.449253
20815,3.872221,3.472747
20816,4.9999995,4.816603
20817,4.9999995,6.5326405
20818,4.9999995,6.2774706
20819,6.111111,5.102375
20820,6.111111,7.4613853
20821,4.9500003,7.4743953
20822,4.9999995,5.4746466
20823,3.8888881,5.7016015
20824,3.8555558,4.232292
20825,3.8888881,4.912043
20826,3.8888881,4.9173193
20827,3.7666667,4.3951287
20828,3.3333342,4.3439503
20829,3.3333342,3.6631672
20830,-0.36666608,3.5025508
20831,3.3333342,-0.04568724
20832,3.3333342,2.9393036
20833,2.2888892,3.6490407
20834,2.2222228,3.1806006
20835,2.2222228,3.0838435
20836,2.0999997,3.4900782
20837,2.2222228,3.1107757
20838,2.7777767,3.1006026
20839,2.7055564,3.652111
20840,2.7777767,3.6942625
20841,3.8888881,3.686744
20842,5.8499994,5.2761283
20843,7.2222223,7.930948
20844,7.2222223,9.387873
20845,6.0611115,8.751662
20846,3.8888881,7.1429524
20847,2.7777767,4.8296885
20848,2.1500008,3.672954
20849,1.1111114,3.946119
20850,1.1111114,2.4857683
20851,0.6222221,2.6678386
20852,0.0,2.0240228
20853,-0.5555557,0.09349925
20854,2.2222228,-0.27275658
20855,-1.1111114,2.5064607
20856,-1.1111114,-0.42033914
20857,-1.1444438,-0.6584886
20858,-2.2222228,-1.1280048
