,Actual_Temperature,Predicted_Temperature
452,10.861112,11.174059
453,12.477777,10.571513
454,12.122223,13.738082
455,8.694446,13.122033
456,7.7611113,9.166848
457,6.6888895,8.326419
458,7.883334,7.561325
459,5.122223,8.914791
460,7.8500004,7.2872663
461,13.627777,9.015492
462,16.11111,16.17322
463,17.338886,18.506737
464,19.055557,18.866282
465,19.050001,20.663733
466,21.183334,19.617926
467,22.088888,21.402147
468,22.338886,21.810331
469,22.333334,21.651144
470,22.161112,21.691683
471,19.03889,21.691175
472,14.344446,17.950514
473,13.622222,12.490157
474,12.349999,13.077463
475,11.288889,12.772687
476,10.655556,11.646171
477,9.594445,10.989842
478,9.488887,9.626657
479,7.705556,10.203518
480,6.822222,9.188737
481,7.250001,7.2335544
482,6.144445,8.413976
483,6.2277784,7.6548853
484,8.916666,6.98498
485,12.488888,9.750994
486,15.127779,14.812882
487,19.005556,17.814734
488,20.044447,20.910332
489,21.188889,21.239273
490,22.316668,20.98162
491,22.177778,22.179604
492,22.82778,21.804209
493,22.82778,22.06699
494,22.377777,22.167198
495,22.299997,21.736504
496,21.111109,20.921642
497,14.927778,21.2865
498,12.916668,14.0073185
499,11.816668,12.58776
500,10.394445,11.030851
501,9.088889,10.149878
502,7.9777775,9.998892
503,11.644445,8.228482
504,7.9333334,13.203116
505,7.355555,9.141146
506,9.566667,7.975912
507,8.055555,10.638332
508,11.288889,10.813142
509,16.094442,12.571292
510,19.95,17.354742
511,22.122223,21.95233
512,23.555555,22.802952
513,23.761112,23.40468
514,23.938887,23.662876
515,24.105558,23.663458
516,23.51111,23.301348
517,23.005554,21.926224
518,22.688887,21.917082
519,21.405554,21.960878
520,19.277777,20.395317
521,16.222223,18.774704
522,14.288889,16.065193
523,14.038891,14.154
524,12.505554,13.802771
525,11.311111,11.993596
526,11.244447,11.034505
527,10.57778,11.332933
528,12.150002,10.316335
529,12.077778,12.723974
530,11.3,12.709705
531,10.966666,11.291652
532,12.58889,11.70487
533,16.916666,13.619698
534,20.972221,18.301956
535,22.733334,22.501848
536,23.905554,23.65334
537,25.094444,23.784954
538,24.95,24.639698
539,24.972223,24.22172
540,24.0,24.647476
541,22.283333,23.11
542,21.383331,20.781456
543,18.92222,20.206003
544,17.277779,18.379456
545,14.4388895,16.613522
546,12.861111,13.546116
547,13.261109,12.745763
548,12.25,13.102022
549,4.8833337,12.701836
550,4.283333,5.525157
551,6.933334,5.033523
552,3.1999996,8.631643
553,2.1611104,3.6463308
554,1.9222232,3.0025299
555,1.0944444,3.131913
556,2.0888882,2.6012383
557,5.872222,3.799905
558,10.027778,7.954701
559,13.938889,12.271337
560,15.966666,16.030357
561,16.205557,18.184563
562,17.288889,17.91798
563,16.355556,17.523623
564,17.338886,16.13359
565,17.288889,17.4128
566,17.277779,17.151215
567,15.205555,17.45151
568,12.9333315,15.402565
569,11.399999,13.293428
570,9.972224,11.474379
571,8.788889,10.52167
572,7.655555,8.829657
573,11.016667,7.4376984
574,9.933334,10.555825
575,6.3833323,10.305481
576,8.816668,7.458383
577,7.805555,8.877331
578,7.277777,8.506922
579,7.716667,7.973027
580,9.844443,9.087729
581,11.133333,11.422486
582,12.822221,12.475256
583,15.044444,13.650342
584,17.016665,15.892657
585,17.777779,18.059626
586,18.81667,18.82781
587,19.072224,19.65323
588,18.983334,19.2733
589,17.938887,18.814926
590,18.116669,17.819847
591,18.933332,17.739725
592,16.316668,19.610846
593,13.588887,16.402279
594,10.394445,12.6927595
595,8.616667,9.677677
596,7.655555,7.405385
597,7.705556,7.3725863
598,5.616666,8.178643
599,5.9666667,6.151855
600,6.549999,6.6650167
601,4.4666667,7.9154654
602,3.6,4.822659
603,3.8166661,4.6243286
604,2.916667,5.7629037
605,6.1611104,4.4804897
606,10.166666,7.4538245
607,12.344443,12.841953
608,13.055556,14.045774
609,15.116668,13.53045
610,16.22778,16.330225
611,17.17778,17.584795
612,17.333332,17.4826
613,17.222221,17.365076
614,17.211113,17.862782
615,16.016666,17.015444
616,13.83889,15.286352
617,12.244445,13.176943
618,8.972223,12.016003
619,8.372222,9.258094
620,7.405556,8.036266
621,6.71111,7.4203286
622,6.1333337,6.9487576
623,5.2555556,6.4663877
624,5.466666,6.3694816
625,4.9055567,5.9624634
626,4.349999,5.4556007
627,2.677778,4.4728737
628,3.7722223,3.963027
629,4.533333,5.496023
630,7.16111,5.044844
631,7.8277774,8.83621
632,9.866666,9.833667
633,10.094442,11.2792015
634,12.199999,10.785709
635,12.244445,12.560349
636,12.800002,12.515669
637,12.894445,12.941051
638,12.92222,12.776257
639,12.31111,13.049103
640,9.188888,12.329675
641,9.166668,9.237932
642,5.2388887,9.896564
643,5.6611114,5.3507895
644,4.8722224,5.6199036
645,3.9500008,5.3991184
646,5.5,4.437683
647,6.3055563,6.1769495
648,4.527777,5.999699
649,3.9500008,5.540481
650,4.566667,4.7372985
651,4.0333323,5.4629245
652,6.0277777,6.0827036
653,8.561111,7.634907
654,12.199999,9.920126
655,11.3,13.824801
656,13.816667,11.950607
657,16.13889,14.385441
658,17.244444,17.201952
659,17.644442,17.278492
660,17.894442,18.192049
661,17.894442,18.604898
662,17.96111,18.54208
663,17.822224,17.945913
664,15.155554,16.74768
665,12.755557,14.385595
666,10.27778,12.767794
667,8.683334,10.075096
668,8.372222,8.332469
669,7.250001,8.421546
670,7.133333,7.5254507
671,8.822223,7.393676
672,3.9166665,9.43223
673,3.3499994,3.9063003
674,3.355555,3.747726
675,3.0222232,4.3313727
676,4.2111106,4.474737
677,8.850001,5.556812
678,12.266667,10.684272
679,12.872223,14.33165
680,14.038891,14.834557
681,15.072223,15.116812
682,17.17778,16.050034
683,17.161112,17.58351
684,17.222221,17.699677
685,16.250002,17.525503
686,17.31111,15.883235
687,16.177778,16.53619
688,13.027778,16.11139
689,10.627777,12.611562
690,10.094442,10.116595
691,9.499998,10.241135
692,9.016666,9.281686
693,8.827779,8.751019
694,9.383332,8.80301
695,5.316666,10.12579
696,8.272222,5.846971
697,8.2277775,8.026468
698,8.483334,8.322669
699,7.705556,9.441822
700,8.788889,8.970792
701,8.1888895,10.087687
702,8.983335,9.561302
703,11.133333,10.179518
704,12.7,12.478862
705,13.961111,14.066316
706,14.072221,15.291517
707,15.227778,14.907528
708,16.177778,15.186144
709,17.150002,16.44813
710,16.211113,18.033215
711,15.066667,15.97639
712,12.9333315,14.594937
713,8.861111,12.221526
714,7.505555,7.56721
715,6.8166666,7.2035446
716,6.116667,6.804613
717,4.55,6.2819705
718,4.4555554,4.5773883
719,7.0222216,4.9182057
720,4.1722226,7.440355
721,4.222222,4.6828804
722,4.3388896,4.8656073
723,1.9944452,5.1159663
724,3.6666663,2.9612412
725,7.5166664,4.864542
726,11.111111,9.51522
727,13.91111,13.276747
728,15.955558,15.516453
729,17.777779,17.75078
730,17.822224,19.20612
731,18.877775,18.402437
732,18.955555,18.460705
733,19.48889,19.274897
734,18.01111,18.740362
735,17.383333,17.642576
736,14.211109,17.468714
737,13.261109,14.021878
738,12.266667,13.237864
739,11.555554,12.905773
740,10.399998,11.265724
741,13.916666,10.110208
742,13.266665,13.698883
743,12.499999,13.429399
744,10.583335,11.209361
745,10.033333,11.216282
746,9.844443,10.375148
747,9.966665,10.112043
748,13.666667,10.849754
749,17.394444,15.25577
750,19.888887,18.989992
751,22.133333,20.742561
752,23.577776,22.48853
753,24.838886,24.026266
754,24.955555,24.520994
755,25.961113,24.744919
756,27.11111,25.19312
757,26.088886,26.230478
758,27.15,25.030855
759,25.094444,25.66667
760,23.983334,23.32217
761,21.250002,22.980402
762,17.850002,20.353792
763,17.11111,16.864471
764,14.961112,15.302636
765,22.066666,13.572603
766,22.066666,20.141344
767,20.16111,21.571815
768,19.861109,18.97398
769,19.355556,19.25891
770,19.194443,18.667229
771,18.822222,18.618637
772,19.888887,19.104654
773,20.05,20.480303
774,22.11111,19.610077
775,24.772223,22.920689
776,25.827776,26.095282
777,27.13889,25.79665
778,28.733334,26.930422
779,28.777779,28.391369
780,29.883331,27.680984
781,29.905554,28.385313
782,29.794445,28.336723
783,29.861109,28.241049
784,28.677776,28.275906
785,27.011108,26.904005
786,23.911112,25.280148
787,22.6,22.290049
788,20.377777,20.55198
789,19.26111,18.543154
790,19.216665,17.885538
791,18.177778,18.084305
792,18.194445,17.535631
793,17.66111,17.569988
794,17.522224,17.242697
795,16.133333,16.705694
796,17.755556,15.485842
797,20.916668,18.292847
798,22.0,22.109846
799,22.094444,22.325804
800,22.666664,21.11317
801,23.827778,22.262163
802,25.955557,24.245428
803,26.68333,26.640598
804,26.116665,26.839544
805,25.116667,25.536474
806,23.622221,24.291924
807,23.911112,22.241644
808,21.222223,23.350199
809,20.199999,21.15728
810,19.95,19.903597
811,19.883333,20.046463
812,18.8,19.484097
813,18.844444,17.389057
814,18.288887,18.517391
815,17.655554,17.722105
816,17.222221,17.150288
817,16.205557,16.999365
818,15.866667,15.777813
819,17.244444,15.511294
820,17.777779,17.9257
821,18.822222,18.69282
822,20.905556,19.078531
823,19.91111,22.473032
824,20.911112,19.705757
825,21.066668,20.349436
826,18.933332,20.534813
827,23.355555,18.251919
828,22.699999,24.697147
829,23.783333,23.01654
830,23.516666,23.614
831,22.666664,22.988432
832,21.138887,22.048285
833,19.98889,20.270662
834,18.938889,19.027908
835,19.444445,18.189835
836,18.477777,18.934244
837,18.916666,17.672832
838,18.916666,18.523918
839,18.811111,18.597301
840,18.866667,18.516876
841,18.866667,18.54325
842,18.433332,18.557562
843,18.822222,18.033546
844,18.822222,19.36678
845,19.905556,19.549152
846,21.133333,20.298412
847,23.794447,21.370829
848,25.827776,24.724115
849,27.616667,26.369328
850,27.61111,27.267023
851,28.677776,27.076504
852,28.772224,28.32629
853,28.794447,27.81126
854,27.82778,27.55918
855,27.244444,26.229923
856,27.172222,25.911247
857,23.066668,26.149588
858,21.038889,21.639532
859,19.52222,19.893723
860,18.844444,18.218603
861,18.794447,17.586788
862,17.733334,18.212484
863,17.572222,16.966642
864,17.17778,17.006893
865,16.65,17.099478
866,15.922224,16.27288
867,16.094442,15.594791
868,18.733335,16.863953
869,20.92778,19.882729
870,23.88889,22.441046
871,26.044445,25.169416
872,27.055553,26.648392
873,27.755556,27.49967
874,29.905554,27.99314
875,29.866665,29.429958
876,30.994442,28.995039
877,30.022224,29.84386
878,29.927776,28.635164
879,29.927776,28.48787
880,27.777779,28.516315
881,25.072222,26.072308
882,22.25,23.360773
883,21.627777,20.701542
884,20.144442,20.271553
885,18.916666,18.998484
886,17.855558,17.90645
887,18.422224,17.040741
888,16.744444,18.02439
889,16.166666,16.632236
890,15.933335,16.193644
891,15.05,16.11481
892,18.711113,15.800264
893,22.48889,20.676271
894,25.927778,24.34695
895,27.755556,27.045576
896,29.772224,28.150913
897,31.044445,29.25158
898,31.08889,30.415707
899,31.055555,29.992922
900,32.66111,29.568644
901,32.2,30.836885
902,32.077778,30.705147
903,32.155556,30.357994
904,30.97222,30.368
905,27.177778,29.42232
906,23.866667,25.137062
907,22.177778,22.032328
908,20.733334,20.068892
909,19.983335,19.163885
910,19.861109,18.576656
911,19.55,18.7704
912,17.272223,19.498055
913,17.733334,17.05958
914,17.850002,17.535646
915,17.711111,18.0081
916,19.916666,19.16425
917,22.705555,21.65706
918,26.255556,24.047352
919,30.05,27.756218
920,31.005554,31.615366
921,32.711113,31.510935
922,33.794445,32.687004
923,33.627777,33.765682
924,33.866665,33.29384
925,33.88889,33.197926
926,33.744446,33.07106
927,32.85,33.157124
928,31.205555,32.380653
929,27.966667,30.402681
930,25.994444,27.501179
931,24.883331,25.59748
932,22.883333,24.109104
933,23.216667,21.482546
934,22.616667,22.26503
935,21.505556,21.853905
936,21.16111,20.858469
937,20.072222,20.466654
938,19.072224,19.252026
939,17.411112,18.77533
940,21.022223,18.159687
941,23.427778,22.381418
942,25.955557,24.433561
943,28.638887,26.71779
944,29.622221,29.529629
945,31.972221,30.398891
946,32.55,32.16181
947,33.566666,31.68324
948,33.705555,32.63438
949,34.216667,32.06036
950,33.627777,31.507784
951,32.566666,31.300009
952,30.95,30.900743
953,27.800001,28.828856
954,27.105555,25.655815
955,25.95,25.662584
956,24.888887,24.223688
957,23.750002,22.936451
958,23.127779,22.285353
959,20.4,22.220032
960,18.455555,18.460018
961,18.36111,16.777674
962,18.366667,17.52753
963,18.244442,17.682405
964,17.688889,18.116426
965,17.744446,18.322714
966,19.005556,18.081484
967,22.161112,19.617367
968,23.672222,22.956892
969,26.044445,23.9751
970,26.183332,26.289862
971,27.155556,25.931303
972,28.844444,26.87753
973,28.844444,28.811394
974,28.755556,28.14644
975,28.844444,27.323639
976,27.71111,27.661947
977,25.9,26.515078
978,23.755558,23.905745
979,23.616665,21.487057
980,22.427778,21.868876
981,21.977777,21.432442
982,20.377777,20.922026
983,20.688889,19.515694
984,19.75,19.902718
985,18.794447,18.9101
986,17.93333,18.169724
987,17.21667,17.1507
988,17.266666,17.50614
989,18.855556,18.051186
990,21.155556,18.994967
991,23.883331,21.588715
992,24.916666,24.239609
993,27.266666,24.827885
994,27.844446,27.182878
995,29.71667,27.437939
996,30.022224,28.59637
997,30.0,29.033276
998,29.855556,28.621256
999,29.949999,28.398315
1000,28.794447,28.563654
1001,26.933332,26.93151
1002,25.905556,24.913628
1003,25.305557,24.464897
1004,24.344444,23.627651
1005,13.877776,22.51917
1006,13.783333,13.72527
1007,15.577779,12.959403
1008,13.11111,15.998414
1009,13.527779,12.991898
1010,12.4833355,13.353584
1011,13.577776,12.539901
1012,15.777777,14.655564
1013,18.522223,17.71687
1014,22.222221,20.156584
1015,24.027779,24.10403
1016,26.01111,24.81375
1017,27.244444,26.269037
1018,27.777779,27.143871
1019,27.844446,27.280409
1020,28.88889,26.802954
1021,28.96111,27.751303
1022,28.81667,27.841364
1023,28.938887,27.402721
1024,27.266666,27.361088
1025,24.216667,26.64009
1026,21.16111,23.725609
1027,20.350002,20.879566
1028,19.055557,19.809336
1029,23.061111,18.212234
1030,21.438889,21.4169
1031,21.211111,19.728355
1032,20.92778,20.039194
1033,20.344446,20.021982
1034,19.76111,18.844273
1035,19.816668,18.812424
1036,20.905556,19.86019
1037,22.294445,21.542606
1038,25.81111,22.641693
1039,26.98889,26.556314
1040,27.372221,27.122082
1041,28.722223,26.693956
1042,28.772224,27.956516
1043,30.672224,27.977114
1044,30.95,29.801416
1045,31.044445,30.086721
1046,31.722223,30.233524
1047,30.86111,30.58379
1048,27.500002,29.350183
1049,24.905554,25.634916
1050,22.55,22.947754
1051,22.922222,21.782074
1052,20.23889,21.800474
1053,19.26111,19.459547
1054,18.711113,18.118898
1055,17.866667,17.408058
1056,17.11111,16.57863
1057,16.533335,16.882717
1058,17.96111,15.810455
1059,16.044445,18.297762
1060,18.638887,16.878096
1061,18.794447,19.162617
1062,20.072222,18.537292
1063,22.82778,20.186613
1064,27.905556,23.836298
1065,29.516666,29.908836
1066,30.761108,30.499924
1067,31.616665,30.26337
1068,31.900002,30.43364
1069,30.9,30.578697
1070,30.816668,29.661022
1071,30.877777,29.341375
1072,28.772224,29.315592
1073,25.877777,26.792252
1074,23.750002,23.92256
1075,22.105555,21.709057
1076,22.56667,20.109615
1077,21.483334,20.952482
1078,19.933334,20.337288
1079,21.833334,18.295746
1080,18.866667,20.99419
1081,18.266665,17.807522
1082,20.683332,17.831835
1083,20.92778,19.967794
1084,21.994442,21.16114
1085,22.53889,22.026423
1086,23.938887,22.308334
1087,27.733332,24.171335
1088,29.977777,28.37454
1089,32.616665,30.466833
1090,33.711113,32.824696
1091,34.405556,32.928997
1092,33.77222,32.90352
1093,33.794445,32.002316
1094,33.47778,31.873997
1095,32.711113,31.633284
1096,32.038887,30.566555
1097,27.67222,29.951302
1098,25.877777,25.258043
1099,24.772223,23.95245
1100,22.938887,22.8397
1101,23.31111,20.712675
1102,21.16111,22.456652
1103,22.63889,19.205786
1104,20.488888,22.428888
1105,21.0,18.957476
1106,21.416664,20.4937
1107,20.977777,20.984966
1108,22.577778,21.055744
1109,24.722221,22.665411
1110,27.744444,24.896496
1111,30.955553,27.7893
1112,32.6,31.724485
1113,34.844444,32.408733
1114,35.97778,33.781517
1115,36.961113,34.663177
1116,37.127777,34.932457
1117,37.122223,34.813824
1118,36.97222,34.662003
1119,37.072224,34.275288
1120,33.81111,34.41374
1121,30.961113,31.078348
1122,30.883333,28.035076
1123,29.027779,28.810091
1124,28.21667,26.367792
1125,26.600002,25.467855
1126,26.416664,24.43439
1127,22.877777,25.385029
1128,23.566668,20.847822
1129,21.966667,22.368383
1130,22.027779,20.630257
1131,21.994442,20.717472
1132,23.57222,21.632513
